Id,Name,B_Date,Gotra,Occupation,City,Height,BioData,Photo,
844,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,InsuranceAdvisor,Nandurbar,5'5'',,,
845,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,InsuranceAdvisor,Surat,5'5'',,,
846,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,InsuranceAdvisor,ForeignCountry,5'5'',,,
847,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,InsuranceAdvisor,Other,5'5'',,,
848,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Mumbai,5'5'',,,
849,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Pune,5'5'',,,
850,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Nasik,5'5'',,,
851,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Nagpur,5'5'',,,
852,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Aurangabad,5'5'',,,
853,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Dhule,5'5'',,,
854,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Jalgaon,5'5'',,,
855,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Nandurbar,5'5'',,,
856,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Surat,5'5'',,,
857,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,ForeignCountry,5'5'',,,
858,Harish Kotkar,11-May-2020 10.10 PM,Lokaksha,Other,Other,5'5'',,,
